@relation dataset-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C9-L1-5-V-H-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C10-L1-3-V-H-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C11-L1-3-V-H

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 {0,1,2,3,4}
@attribute outputs-2 {0,1,2}
@attribute outputs-3 {0,1,2}

@data
345,'2019/10/29 11:08:53:990',20,0,0,626,14,0,1,?,?
346,'2019/10/29 11:08:54:007',20,0,0,626,14,0,1,?,?
347,'2019/10/29 11:08:54:023',20,0,0,628,13,0,1,?,?
348,'2019/10/29 11:08:54:040',20,0,0,628,13,0,1,?,?
349,'2019/10/29 11:08:54:057',20,0,0,624,13,0,1,?,?
350,'2019/10/29 11:08:54:073',20,0,0,624,13,0,1,?,?
351,'2019/10/29 11:08:54:090',20,0,0,631,13,0,1,?,?
352,'2019/10/29 11:08:54:106',20,0,0,631,13,0,1,?,?
353,'2019/10/29 11:08:54:123',20,0,0,629,13,0,1,?,?
354,'2019/10/29 11:08:54:140',20,0,0,629,13,0,1,?,?
355,'2019/10/29 11:08:54:157',20,0,0,630,14,0,1,?,?
356,'2019/10/29 11:08:54:173',20,0,0,630,14,0,1,?,?
357,'2019/10/29 11:08:54:190',20,0,0,627,14,0,1,?,?
358,'2019/10/29 11:08:54:207',20,0,0,627,14,0,1,?,?
359,'2019/10/29 11:08:54:223',20,0,0,626,14,0,1,?,?
360,'2019/10/29 11:08:54:240',20,0,0,626,14,0,1,?,?
361,'2019/10/29 11:08:54:256',20,0,0,627,15,0,1,?,?
362,'2019/10/29 11:08:54:274',20,0,0,627,15,0,1,?,?
363,'2019/10/29 11:08:54:290',20,0,0,629,14,0,1,?,?
364,'2019/10/29 11:08:54:306',20,0,0,629,14,0,1,?,?
365,'2019/10/29 11:08:54:324',20,0,0,627,14,0,1,?,?
366,'2019/10/29 11:08:54:340',20,0,0,627,14,0,1,?,?
367,'2019/10/29 11:08:54:357',20,0,0,624,14,0,1,?,?
368,'2019/10/29 11:08:54:373',20,0,0,624,14,0,1,?,?
369,'2019/10/29 11:08:54:390',20,0,0,625,14,0,1,?,?
370,'2019/10/29 11:08:54:407',20,0,0,625,14,0,1,?,?
371,'2019/10/29 11:08:54:423',20,0,0,627,15,0,1,?,?
372,'2019/10/29 11:08:54:439',20,0,0,627,15,0,1,?,?
373,'2019/10/29 11:08:54:457',20,0,0,627,14,0,1,?,?
374,'2019/10/29 11:08:54:473',20,0,0,627,14,0,1,?,?
375,'2019/10/29 11:08:54:490',20,0,0,624,15,0,1,?,?
376,'2019/10/29 11:08:54:506',20,0,0,624,15,0,1,?,?
377,'2019/10/29 11:08:54:523',20,0,0,626,14,0,1,?,?
378,'2019/10/29 11:08:54:539',20,0,0,626,14,0,1,?,?
379,'2019/10/29 11:08:54:557',20,0,0,626,15,0,1,?,?
380,'2019/10/29 11:08:54:573',20,0,0,626,15,0,1,?,?
381,'2019/10/29 11:08:54:591',20,0,0,626,16,0,1,?,?
382,'2019/10/29 11:08:54:606',20,0,0,626,16,0,1,?,?
383,'2019/10/29 11:08:54:623',20,0,0,625,15,0,1,?,?
384,'2019/10/29 11:08:54:640',20,0,0,625,15,0,1,?,?
385,'2019/10/29 11:08:54:657',20,0,0,629,15,0,1,?,?
386,'2019/10/29 11:08:54:673',20,0,0,629,15,0,1,?,?
387,'2019/10/29 11:08:54:690',20,0,0,627,15,0,1,?,?
388,'2019/10/29 11:08:54:706',20,0,0,627,15,0,1,?,?
389,'2019/10/29 11:08:54:723',20,0,0,626,17,0,1,?,?
390,'2019/10/29 11:08:54:740',20,0,0,626,17,0,1,?,?
391,'2019/10/29 11:08:54:757',20,0,0,625,15,0,1,?,?
392,'2019/10/29 11:08:54:773',20,0,0,625,15,0,1,?,?
393,'2019/10/29 11:08:54:790',20,0,0,626,16,0,1,?,?
394,'2019/10/29 11:08:54:806',20,0,0,626,16,0,1,?,?
395,'2019/10/29 11:08:54:823',20,0,0,626,15,0,1,?,?
396,'2019/10/29 11:08:54:839',20,0,0,626,15,0,1,?,?
397,'2019/10/29 11:08:54:856',20,0,0,626,16,0,1,?,?
398,'2019/10/29 11:08:54:873',20,0,0,626,16,0,1,?,?
399,'2019/10/29 11:08:54:890',20,0,0,627,15,0,1,?,?
400,'2019/10/29 11:08:54:906',20,0,0,627,15,0,1,?,?
401,'2019/10/29 11:08:54:923',20,0,0,624,15,0,1,?,?
402,'2019/10/29 11:08:54:939',20,0,0,624,15,0,1,?,?
403,'2019/10/29 11:08:54:956',20,0,0,623,16,0,1,?,?
404,'2019/10/29 11:08:54:973',20,0,0,623,16,0,1,?,?
405,'2019/10/29 11:08:54:989',20,0,0,626,16,0,1,?,?
406,'2019/10/29 11:08:55:006',20,0,0,626,16,0,1,?,?
407,'2019/10/29 11:08:55:023',20,0,0,622,16,0,1,?,?
408,'2019/10/29 11:08:55:040',20,0,0,622,16,0,1,?,?
409,'2019/10/29 11:08:55:056',20,0,0,622,16,0,1,?,?
410,'2019/10/29 11:08:55:073',20,0,0,627,14,0,1,?,?
411,'2019/10/29 11:08:55:090',20,0,0,627,14,0,1,?,?
412,'2019/10/29 11:08:55:106',20,0,0,625,14,0,1,?,?
413,'2019/10/29 11:08:55:123',20,0,0,625,14,0,1,?,?
414,'2019/10/29 11:08:55:139',20,0,0,624,17,0,1,?,?
415,'2019/10/29 11:08:55:156',20,0,0,624,17,0,1,?,?
416,'2019/10/29 11:08:55:173',20,0,0,628,14,0,1,?,?
417,'2019/10/29 11:08:55:190',20,0,0,627,15,0,1,?,?
418,'2019/10/29 11:08:55:206',20,0,0,627,15,0,1,?,?
419,'2019/10/29 11:08:55:223',20,0,0,627,15,0,1,?,?
420,'2019/10/29 11:08:55:239',20,0,0,627,15,0,1,?,?
421,'2019/10/29 11:08:55:256',20,0,0,625,15,0,1,?,?
422,'2019/10/29 11:08:55:273',20,0,0,625,15,0,1,?,?
423,'2019/10/29 11:08:55:289',20,0,0,625,15,0,1,?,?
424,'2019/10/29 11:08:55:306',20,0,0,625,15,0,1,?,?
425,'2019/10/29 11:08:55:323',20,0,0,624,17,0,1,?,?
426,'2019/10/29 11:08:55:339',20,0,0,624,17,0,1,?,?
427,'2019/10/29 11:08:55:357',20,0,0,624,15,0,1,?,?
428,'2019/10/29 11:08:55:372',20,0,0,624,15,0,1,?,?
429,'2019/10/29 11:08:55:389',20,0,0,627,16,0,1,?,?
430,'2019/10/29 11:08:55:406',20,0,0,627,16,0,1,?,?
431,'2019/10/29 11:08:55:422',20,0,0,626,16,0,1,?,?
432,'2019/10/29 11:08:55:439',20,0,0,626,16,0,1,?,?
433,'2019/10/29 11:08:55:456',20,0,0,626,16,0,1,?,?
434,'2019/10/29 11:08:55:473',20,0,0,628,14,0,1,?,?
435,'2019/10/29 11:08:55:489',20,0,0,628,14,0,1,?,?
436,'2019/10/29 11:08:55:506',20,0,0,626,14,0,1,?,?
437,'2019/10/29 11:08:55:524',20,0,0,626,14,0,1,?,?
438,'2019/10/29 11:08:55:540',20,0,0,622,15,0,1,?,?
439,'2019/10/29 11:08:55:557',20,0,0,622,15,0,1,?,?
440,'2019/10/29 11:08:55:573',20,0,0,630,16,0,1,?,?
441,'2019/10/29 11:08:55:590',20,0,0,624,15,0,1,?,?
442,'2019/10/29 11:08:55:606',20,0,0,624,15,0,1,?,?
443,'2019/10/29 11:08:55:623',20,0,0,631,15,0,1,?,?
444,'2019/10/29 11:08:55:639',20,0,0,631,15,0,1,?,?
445,'2019/10/29 11:08:55:656',20,0,0,630,14,0,1,?,?
446,'2019/10/29 11:08:55:673',20,0,0,630,14,0,1,?,?
447,'2019/10/29 11:08:55:690',20,0,0,626,15,0,1,?,?
448,'2019/10/29 11:08:55:706',20,0,0,626,15,0,1,?,?
449,'2019/10/29 11:08:55:723',20,0,0,624,15,0,1,?,?
450,'2019/10/29 11:08:55:739',20,0,0,624,15,0,1,?,?
451,'2019/10/29 11:08:55:756',20,0,0,626,14,0,1,?,?
452,'2019/10/29 11:08:55:773',20,0,0,626,14,0,1,?,?
453,'2019/10/29 11:08:55:789',20,0,0,625,12,0,1,?,?
454,'2019/10/29 11:08:55:806',20,0,0,625,12,0,1,?,?
455,'2019/10/29 11:08:55:822',20,0,0,628,15,0,1,?,?
456,'2019/10/29 11:08:55:839',20,0,0,628,15,0,1,?,?
457,'2019/10/29 11:08:55:856',20,0,0,626,15,0,1,?,?
458,'2019/10/29 11:08:55:872',20,0,0,626,15,0,1,?,?
459,'2019/10/29 11:08:55:889',20,0,0,625,15,0,1,?,?
460,'2019/10/29 11:08:55:906',20,0,0,625,15,0,1,?,?
461,'2019/10/29 11:08:55:922',20,0,0,625,15,0,1,?,?
462,'2019/10/29 11:08:55:939',20,0,0,625,15,0,1,?,?
463,'2019/10/29 11:08:55:956',20,0,0,625,15,0,1,?,?
464,'2019/10/29 11:08:55:972',20,0,0,622,16,0,1,?,?
465,'2019/10/29 11:08:55:989',20,0,0,626,14,0,1,?,?
466,'2019/10/29 11:08:56:006',20,0,0,626,14,0,1,?,?
467,'2019/10/29 11:08:56:023',20,0,0,630,12,0,1,?,?
468,'2019/10/29 11:08:56:039',20,0,0,630,12,0,1,?,?
469,'2019/10/29 11:08:56:056',20,0,0,625,15,0,1,?,?
470,'2019/10/29 11:08:56:072',20,0,0,625,15,0,1,?,?
471,'2019/10/29 11:08:56:090',20,0,0,627,13,0,1,?,?
472,'2019/10/29 11:08:56:105',20,0,0,627,13,0,1,?,?
473,'2019/10/29 11:08:56:122',20,0,0,626,15,0,1,?,?
474,'2019/10/29 11:08:56:139',20,0,0,626,15,0,1,?,?
475,'2019/10/29 11:08:56:156',20,0,0,624,15,0,1,?,?
476,'2019/10/29 11:08:56:172',20,0,0,624,15,0,1,?,?
477,'2019/10/29 11:08:56:189',20,0,0,631,11,0,1,?,?
478,'2019/10/29 11:08:56:206',20,0,0,631,11,0,1,?,?
479,'2019/10/29 11:08:56:222',20,0,0,628,11,0,1,?,?
480,'2019/10/29 11:08:56:239',20,0,0,628,11,0,1,?,?
481,'2019/10/29 11:08:56:256',20,0,0,628,13,0,1,?,?
482,'2019/10/29 11:08:56:273',20,0,0,628,13,0,1,?,?
483,'2019/10/29 11:08:56:289',20,0,0,626,14,0,1,?,?
484,'2019/10/29 11:08:56:306',20,0,0,626,14,0,1,?,?
485,'2019/10/29 11:08:56:323',20,0,0,630,13,0,1,?,?
486,'2019/10/29 11:08:56:339',20,0,0,630,13,0,1,?,?
487,'2019/10/29 11:08:56:355',20,0,0,627,13,0,1,?,?
488,'2019/10/29 11:08:56:372',20,0,0,627,13,0,1,?,?
489,'2019/10/29 11:08:56:389',20,0,0,627,12,0,1,?,?
490,'2019/10/29 11:08:56:405',20,0,0,627,12,0,1,?,?
491,'2019/10/29 11:08:56:422',20,0,0,629,11,0,1,?,?
492,'2019/10/29 11:08:56:439',20,0,0,629,11,0,1,?,?
493,'2019/10/29 11:08:56:455',20,0,0,629,12,0,1,?,?
494,'2019/10/29 11:08:56:472',20,0,0,629,12,0,1,?,?
495,'2019/10/29 11:08:56:489',20,0,0,628,13,0,1,?,?
496,'2019/10/29 11:08:56:506',20,0,0,628,13,0,1,?,?
497,'2019/10/29 11:08:56:522',20,0,0,627,12,0,1,?,?
498,'2019/10/29 11:08:56:539',20,0,0,627,12,0,1,?,?
499,'2019/10/29 11:08:56:556',20,0,0,629,9,0,1,?,?
500,'2019/10/29 11:08:56:572',20,0,0,629,9,0,1,?,?
501,'2019/10/29 11:08:56:588',20,0,0,628,10,0,1,?,?
502,'2019/10/29 11:08:56:605',20,0,0,628,10,0,1,?,?
503,'2019/10/29 11:08:56:622',20,0,0,625,13,0,1,?,?
504,'2019/10/29 11:08:56:639',20,0,0,625,13,0,1,?,?
505,'2019/10/29 11:08:56:656',20,0,0,630,9,0,1,?,?
506,'2019/10/29 11:08:56:672',20,0,0,630,9,0,1,?,?
507,'2019/10/29 11:08:56:689',20,0,0,629,8,0,1,?,?
508,'2019/10/29 11:08:56:706',20,0,0,629,8,0,1,?,?
509,'2019/10/29 11:08:56:722',20,0,0,629,10,0,1,?,?
510,'2019/10/29 11:08:56:739',20,0,0,629,10,0,1,?,?
511,'2019/10/29 11:08:56:756',20,0,0,630,11,0,1,?,?
512,'2019/10/29 11:08:56:772',20,0,0,630,11,0,1,?,?
513,'2019/10/29 11:08:56:789',20,0,0,630,7,0,1,?,?
514,'2019/10/29 11:08:56:805',20,0,0,630,7,0,1,?,?
515,'2019/10/29 11:08:56:823',20,0,0,628,11,0,1,?,?
516,'2019/10/29 11:08:56:838',20,0,0,628,11,0,1,?,?
517,'2019/10/29 11:08:56:855',20,0,0,631,6,0,1,?,?
518,'2019/10/29 11:08:56:872',20,0,0,631,6,0,1,?,?
519,'2019/10/29 11:08:56:889',20,0,0,630,10,0,1,?,?
520,'2019/10/29 11:08:56:906',20,0,0,630,10,0,1,?,?
521,'2019/10/29 11:08:56:921',20,0,0,632,10,0,1,?,?
522,'2019/10/29 11:08:56:939',20,0,0,632,10,0,1,?,?
523,'2019/10/29 11:08:56:955',20,0,0,634,10,0,1,?,?
524,'2019/10/29 11:08:56:972',20,0,0,634,10,0,1,?,?
525,'2019/10/29 11:08:56:989',20,0,0,631,8,0,1,?,?
526,'2019/10/29 11:08:57:005',20,0,0,631,8,0,1,?,?
527,'2019/10/29 11:08:57:022',20,0,0,630,10,0,1,?,?
528,'2019/10/29 11:08:57:039',20,0,0,630,10,0,1,?,?
529,'2019/10/29 11:08:57:055',20,0,0,630,10,0,1,?,?
530,'2019/10/29 11:08:57:072',20,0,0,627,11,0,1,?,?
531,'2019/10/29 11:08:57:088',20,0,0,627,11,0,1,?,?
532,'2019/10/29 11:08:57:105',20,0,0,631,9,0,1,?,?
533,'2019/10/29 11:08:57:122',20,0,0,631,9,0,1,?,?
534,'2019/10/29 11:08:57:138',20,0,0,633,4,0,1,?,?
535,'2019/10/29 11:08:57:156',20,0,0,633,4,0,1,?,?
536,'2019/10/29 11:08:57:172',20,0,0,629,9,0,1,?,?
537,'2019/10/29 11:08:57:188',20,0,0,629,9,0,1,?,?
538,'2019/10/29 11:08:57:205',20,0,0,630,8,0,1,?,?
539,'2019/10/29 11:08:57:222',20,0,0,630,8,0,1,?,?
540,'2019/10/29 11:08:57:239',20,0,0,630,8,0,1,?,?
541,'2019/10/29 11:08:57:256',20,0,0,631,8,0,1,?,?
542,'2019/10/29 11:08:57:272',20,0,0,631,8,0,1,?,?
543,'2019/10/29 11:08:57:288',20,0,0,627,11,0,1,?,?
544,'2019/10/29 11:08:57:305',20,0,0,627,11,0,1,?,?
545,'2019/10/29 11:08:57:322',20,0,0,628,11,0,1,?,?
546,'2019/10/29 11:09:15:531',21,0,0,14,14,0,2,?,?
547,'2019/10/29 11:09:15:547',21,0,0,14,14,0,2,?,?
548,'2019/10/29 11:09:15:563',21,0,0,13,15,0,2,?,?
549,'2019/10/29 11:09:15:580',21,0,0,13,15,0,2,?,?
550,'2019/10/29 11:09:15:597',21,0,0,7,15,0,2,?,?
551,'2019/10/29 11:09:15:613',21,0,0,7,15,0,2,?,?
552,'2019/10/29 11:09:15:630',21,0,0,13,14,0,2,?,?
553,'2019/10/29 11:09:15:647',21,0,0,13,14,0,2,?,?
554,'2019/10/29 11:09:15:664',21,0,0,15,14,0,2,?,?
555,'2019/10/29 11:09:15:681',21,0,0,15,14,0,2,?,?
556,'2019/10/29 11:09:15:697',21,0,0,13,14,0,2,?,?
557,'2019/10/29 11:09:15:713',21,0,0,13,14,0,2,?,?
558,'2019/10/29 11:09:15:731',21,0,0,15,14,0,2,?,?
559,'2019/10/29 11:09:15:747',21,0,0,15,14,0,2,?,?
560,'2019/10/29 11:09:15:763',21,0,0,15,15,0,2,?,?
561,'2019/10/29 11:09:15:780',21,0,0,15,15,0,2,?,?
562,'2019/10/29 11:09:15:797',21,0,0,10,16,0,2,?,?
563,'2019/10/29 11:09:15:813',21,0,0,10,16,0,2,?,?
564,'2019/10/29 11:09:15:830',21,0,0,9,16,0,2,?,?
565,'2019/10/29 11:09:15:847',21,0,0,9,16,0,2,?,?
566,'2019/10/29 11:09:15:864',21,0,0,8,15,0,2,?,?
567,'2019/10/29 11:09:15:880',21,0,0,8,15,0,2,?,?
568,'2019/10/29 11:09:15:897',21,0,0,9,16,0,2,?,?
569,'2019/10/29 11:09:15:913',21,0,0,9,16,0,2,?,?
570,'2019/10/29 11:09:15:930',21,0,0,13,15,0,2,?,?
571,'2019/10/29 11:09:15:947',21,0,0,13,15,0,2,?,?
572,'2019/10/29 11:09:15:964',21,0,0,15,16,0,2,?,?
573,'2019/10/29 11:09:15:980',21,0,0,15,16,0,2,?,?
574,'2019/10/29 11:09:15:997',21,0,0,13,14,0,2,?,?
575,'2019/10/29 11:09:16:014',21,0,0,13,14,0,2,?,?
576,'2019/10/29 11:09:16:030',21,0,0,9,16,0,2,?,?
577,'2019/10/29 11:09:16:047',21,0,0,9,16,0,2,?,?
578,'2019/10/29 11:09:16:063',21,0,0,17,16,0,2,?,?
579,'2019/10/29 11:09:16:080',21,0,0,17,16,0,2,?,?
580,'2019/10/29 11:09:16:097',21,0,0,10,17,0,2,?,?
581,'2019/10/29 11:09:16:113',21,0,0,10,17,0,2,?,?
582,'2019/10/29 11:09:16:130',21,0,0,13,16,0,2,?,?
583,'2019/10/29 11:09:16:147',21,0,0,13,16,0,2,?,?
584,'2019/10/29 11:09:16:164',21,0,0,9,17,0,2,?,?
585,'2019/10/29 11:09:16:180',21,0,0,9,17,0,2,?,?
586,'2019/10/29 11:09:16:196',21,0,0,13,17,0,2,?,?
587,'2019/10/29 11:09:16:213',21,0,0,13,17,0,2,?,?
588,'2019/10/29 11:09:16:230',21,0,0,11,17,0,2,?,?
589,'2019/10/29 11:09:16:247',21,0,0,11,17,0,2,?,?
590,'2019/10/29 11:09:16:263',21,0,0,8,18,0,2,?,?
591,'2019/10/29 11:09:16:281',21,0,0,8,18,0,2,?,?
592,'2019/10/29 11:09:16:297',21,0,0,16,17,0,2,?,?
593,'2019/10/29 11:09:16:313',21,0,0,16,17,0,2,?,?
594,'2019/10/29 11:09:16:330',21,0,0,16,20,0,2,?,?
595,'2019/10/29 11:09:16:346',21,0,0,16,20,0,2,?,?
596,'2019/10/29 11:09:16:363',21,0,0,11,19,0,2,?,?
597,'2019/10/29 11:09:16:380',21,0,0,11,19,0,2,?,?
598,'2019/10/29 11:09:16:396',21,0,0,14,21,0,2,?,?
599,'2019/10/29 11:09:16:413',21,0,0,14,21,0,2,?,?
600,'2019/10/29 11:09:16:430',21,0,0,16,20,0,2,?,?
601,'2019/10/29 11:09:16:446',21,0,0,16,20,0,2,?,?
602,'2019/10/29 11:09:16:463',21,0,0,16,20,0,2,?,?
603,'2019/10/29 11:09:16:480',21,0,0,16,20,0,2,?,?
604,'2019/10/29 11:09:16:497',21,0,0,13,20,0,2,?,?
605,'2019/10/29 11:09:16:513',21,0,0,13,20,0,2,?,?
606,'2019/10/29 11:09:16:530',21,0,0,16,21,0,2,?,?
607,'2019/10/29 11:09:16:547',21,0,0,16,21,0,2,?,?
608,'2019/10/29 11:09:16:563',21,0,0,11,19,0,2,?,?
609,'2019/10/29 11:09:16:580',21,0,0,11,19,0,2,?,?
610,'2019/10/29 11:09:16:597',21,0,0,16,19,0,2,?,?
611,'2019/10/29 11:09:16:613',21,0,0,16,19,0,2,?,?
612,'2019/10/29 11:09:16:630',21,0,0,15,19,0,2,?,?
613,'2019/10/29 11:09:16:646',21,0,0,15,19,0,2,?,?
614,'2019/10/29 11:09:16:663',21,0,0,14,18,0,2,?,?
615,'2019/10/29 11:09:16:680',21,0,0,14,18,0,2,?,?
616,'2019/10/29 11:09:16:696',21,0,0,19,17,0,2,?,?
617,'2019/10/29 11:09:16:713',21,0,0,19,17,0,2,?,?
618,'2019/10/29 11:09:16:730',21,0,0,18,17,0,2,?,?
619,'2019/10/29 11:09:16:746',21,0,0,18,17,0,2,?,?
620,'2019/10/29 11:09:16:763',21,0,0,18,17,0,2,?,?
621,'2019/10/29 11:09:16:780',21,0,0,18,17,0,2,?,?
622,'2019/10/29 11:09:16:796',21,0,0,22,17,0,2,?,?
623,'2019/10/29 11:09:16:813',21,0,0,22,17,0,2,?,?
624,'2019/10/29 11:09:16:830',21,0,0,16,16,0,2,?,?
625,'2019/10/29 11:09:16:846',21,0,0,16,16,0,2,?,?
626,'2019/10/29 11:09:16:863',21,0,0,16,15,0,2,?,?
627,'2019/10/29 11:09:16:879',21,0,0,16,15,0,2,?,?
628,'2019/10/29 11:09:16:896',21,0,0,18,16,0,2,?,?
629,'2019/10/29 11:09:16:913',21,0,0,18,16,0,2,?,?
630,'2019/10/29 11:09:16:930',21,0,0,6,16,0,2,?,?
631,'2019/10/29 11:09:16:947',21,0,0,6,16,0,2,?,?
632,'2019/10/29 11:09:16:963',21,0,0,14,14,0,2,?,?
633,'2019/10/29 11:09:16:980',21,0,0,14,14,0,2,?,?
634,'2019/10/29 11:09:16:996',21,0,0,16,14,0,2,?,?
635,'2019/10/29 11:09:17:013',21,0,0,16,14,0,2,?,?
636,'2019/10/29 11:09:17:030',21,0,0,17,14,0,2,?,?
637,'2019/10/29 11:09:17:047',21,0,0,17,14,0,2,?,?
638,'2019/10/29 11:09:17:063',21,0,0,19,14,0,2,?,?
639,'2019/10/29 11:09:17:079',21,0,0,19,14,0,2,?,?
640,'2019/10/29 11:09:17:096',21,0,0,21,15,0,2,?,?
641,'2019/10/29 11:09:17:113',21,0,0,21,15,0,2,?,?
642,'2019/10/29 11:09:17:130',21,0,0,15,14,0,2,?,?
643,'2019/10/29 11:09:17:146',21,0,0,15,14,0,2,?,?
644,'2019/10/29 11:09:17:163',21,0,0,21,14,0,2,?,?
645,'2019/10/29 11:09:17:179',21,0,0,21,14,0,2,?,?
646,'2019/10/29 11:09:17:196',21,0,0,13,14,0,2,?,?
647,'2019/10/29 11:09:17:213',21,0,0,13,14,0,2,?,?
648,'2019/10/29 11:09:17:229',21,0,0,16,14,0,2,?,?
649,'2019/10/29 11:09:17:246',21,0,0,16,14,0,2,?,?
650,'2019/10/29 11:09:17:263',21,0,0,19,14,0,2,?,?
651,'2019/10/29 11:09:17:279',21,0,0,19,14,0,2,?,?
652,'2019/10/29 11:09:17:296',21,0,0,19,13,0,2,?,?
653,'2019/10/29 11:09:17:313',21,0,0,19,13,0,2,?,?
654,'2019/10/29 11:09:17:330',21,0,0,19,13,0,2,?,?
655,'2019/10/29 11:09:17:346',21,0,0,19,13,0,2,?,?
656,'2019/10/29 11:09:17:363',21,0,0,23,14,0,2,?,?
657,'2019/10/29 11:09:17:380',21,0,0,23,14,0,2,?,?
658,'2019/10/29 11:09:17:396',21,0,0,12,14,0,2,?,?
659,'2019/10/29 11:09:17:413',21,0,0,12,14,0,2,?,?
660,'2019/10/29 11:09:17:430',21,0,0,18,14,0,2,?,?
661,'2019/10/29 11:09:17:447',21,0,0,18,14,0,2,?,?
662,'2019/10/29 11:09:17:463',21,0,0,12,15,0,2,?,?
663,'2019/10/29 11:09:17:479',21,0,0,12,15,0,2,?,?
664,'2019/10/29 11:09:17:496',21,0,0,15,14,0,2,?,?
665,'2019/10/29 11:09:17:512',21,0,0,15,14,0,2,?,?
666,'2019/10/29 11:09:17:529',21,0,0,10,15,0,2,?,?
667,'2019/10/29 11:09:17:546',21,0,0,10,15,0,2,?,?
668,'2019/10/29 11:09:17:563',21,0,0,16,14,0,2,?,?
669,'2019/10/29 11:09:17:579',21,0,0,16,14,0,2,?,?
670,'2019/10/29 11:09:17:596',21,0,0,14,14,0,2,?,?
671,'2019/10/29 11:09:17:612',21,0,0,14,14,0,2,?,?
672,'2019/10/29 11:09:17:630',21,0,0,24,13,0,2,?,?
673,'2019/10/29 11:09:17:646',21,0,0,24,13,0,2,?,?
674,'2019/10/29 11:09:17:663',21,0,0,18,13,0,2,?,?
675,'2019/10/29 11:09:17:679',21,0,0,18,13,0,2,?,?
676,'2019/10/29 11:09:17:696',21,0,0,20,14,0,2,?,?
677,'2019/10/29 11:09:17:713',21,0,0,20,14,0,2,?,?
678,'2019/10/29 11:09:17:729',21,0,0,15,14,0,2,?,?
679,'2019/10/29 11:09:17:746',21,0,0,15,14,0,2,?,?
680,'2019/10/29 11:09:17:763',21,0,0,18,14,0,2,?,?
681,'2019/10/29 11:09:17:779',21,0,0,18,14,0,2,?,?
682,'2019/10/29 11:09:17:796',21,0,0,21,15,0,2,?,?
683,'2019/10/29 11:09:17:813',21,0,0,21,15,0,2,?,?
684,'2019/10/29 11:09:17:829',21,0,0,22,15,0,2,?,?
685,'2019/10/29 11:09:17:846',21,0,0,22,15,0,2,?,?
686,'2019/10/29 11:09:17:863',21,0,0,10,14,0,2,?,?
687,'2019/10/29 11:09:17:879',21,0,0,10,14,0,2,?,?
688,'2019/10/29 11:09:17:896',21,0,0,11,16,0,2,?,?
689,'2019/10/29 11:09:17:912',21,0,0,11,16,0,2,?,?
690,'2019/10/29 11:09:17:930',21,0,0,15,16,0,2,?,?
691,'2019/10/29 11:09:17:946',21,0,0,15,16,0,2,?,?
692,'2019/10/29 11:09:17:962',21,0,0,9,16,0,2,?,?
693,'2019/10/29 11:09:17:979',21,0,0,9,16,0,2,?,?
694,'2019/10/29 11:09:17:996',21,0,0,12,17,0,2,?,?
695,'2019/10/29 11:09:18:012',21,0,0,12,17,0,2,?,?
696,'2019/10/29 11:09:18:030',21,0,0,10,16,0,2,?,?
697,'2019/10/29 11:09:18:046',21,0,0,10,16,0,2,?,?
698,'2019/10/29 11:09:18:063',21,0,0,15,16,0,2,?,?
699,'2019/10/29 11:09:18:079',21,0,0,15,16,0,2,?,?
700,'2019/10/29 11:09:18:096',21,0,0,12,17,0,2,?,?
701,'2019/10/29 11:09:18:113',21,0,0,12,17,0,2,?,?
702,'2019/10/29 11:09:18:129',21,0,0,18,17,0,2,?,?
703,'2019/10/29 11:09:18:146',21,0,0,18,17,0,2,?,?
704,'2019/10/29 11:09:18:163',21,0,0,22,16,0,2,?,?
705,'2019/10/29 11:09:18:179',21,0,0,22,16,0,2,?,?
706,'2019/10/29 11:09:18:196',21,0,0,15,17,0,2,?,?
707,'2019/10/29 11:09:18:213',21,0,0,15,17,0,2,?,?
708,'2019/10/29 11:09:18:230',21,0,0,16,17,0,2,?,?
709,'2019/10/29 11:09:18:246',21,0,0,16,17,0,2,?,?
710,'2019/10/29 11:09:18:262',21,0,0,13,17,0,2,?,?
711,'2019/10/29 11:09:18:280',21,0,0,13,17,0,2,?,?
712,'2019/10/29 11:09:18:296',21,0,0,18,18,0,2,?,?
713,'2019/10/29 11:09:18:313',21,0,0,18,18,0,2,?,?
714,'2019/10/29 11:09:18:330',21,0,0,18,18,0,2,?,?
715,'2019/10/29 11:09:18:346',21,0,0,18,18,0,2,?,?
716,'2019/10/29 11:09:18:362',21,0,0,18,18,0,2,?,?
717,'2019/10/29 11:09:18:379',21,0,0,18,18,0,2,?,?
718,'2019/10/29 11:09:18:396',21,0,0,17,18,0,2,?,?
719,'2019/10/29 11:09:18:413',21,0,0,17,18,0,2,?,?
720,'2019/10/29 11:09:18:429',21,0,0,16,18,0,2,?,?
721,'2019/10/29 11:09:18:445',21,0,0,16,18,0,2,?,?
722,'2019/10/29 11:09:18:462',21,0,0,13,19,0,2,?,?
723,'2019/10/29 11:09:18:479',21,0,0,13,19,0,2,?,?
724,'2019/10/29 11:09:18:496',21,0,0,19,19,0,2,?,?
