@relation dataset-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C9-L1-5-V-H-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C10-L1-3-V-H-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C11-L1-3-V-H

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 {0,1,2,3,4}
@attribute outputs-2 {0,1,2}
@attribute outputs-3 {0,1,2}

@data
725,'2019/10/29 11:09:18:512',21,0,0,19,19,0,2,?,?
726,'2019/10/29 11:09:18:529',21,0,0,18,18,0,2,?,?
727,'2019/10/29 11:09:18:546',21,0,0,18,18,0,2,?,?
728,'2019/10/29 11:09:18:563',21,0,0,20,18,0,2,?,?
729,'2019/10/29 11:09:18:579',21,0,0,20,18,0,2,?,?
730,'2019/10/29 11:09:18:596',21,0,0,15,18,0,2,?,?
731,'2019/10/29 11:09:18:613',21,0,0,15,18,0,2,?,?
732,'2019/10/29 11:09:18:629',21,0,0,17,18,0,2,?,?
733,'2019/10/29 11:09:18:646',21,0,0,17,18,0,2,?,?
734,'2019/10/29 11:09:18:662',21,0,0,14,19,0,2,?,?
735,'2019/10/29 11:09:18:679',21,0,0,14,19,0,2,?,?
736,'2019/10/29 11:09:18:696',21,0,0,11,19,0,2,?,?
737,'2019/10/29 11:09:18:712',21,0,0,11,19,0,2,?,?
738,'2019/10/29 11:09:18:729',21,0,0,13,19,0,2,?,?
739,'2019/10/29 11:09:18:746',21,0,0,13,19,0,2,?,?
740,'2019/10/29 11:09:18:763',21,0,0,18,19,0,2,?,?
741,'2019/10/29 11:09:18:779',21,0,0,18,19,0,2,?,?
742,'2019/10/29 11:09:18:796',21,0,0,17,18,0,2,?,?
743,'2019/10/29 11:09:18:812',21,0,0,17,18,0,2,?,?
744,'2019/10/29 11:09:18:829',21,0,0,14,20,0,2,?,?
745,'2019/10/29 11:09:18:845',21,0,0,14,20,0,2,?,?
746,'2019/10/29 11:09:18:862',21,0,0,15,19,0,2,?,?
747,'2019/10/29 11:09:18:879',21,0,0,15,19,0,2,?,?
748,'2019/10/29 11:09:18:896',21,0,0,13,19,0,2,?,?
749,'2019/10/29 11:09:18:912',21,0,0,13,19,0,2,?,?
750,'2019/10/29 11:09:18:929',21,0,0,14,20,0,2,?,?
751,'2019/10/29 11:09:18:946',21,0,0,14,20,0,2,?,?
752,'2019/10/29 11:09:18:962',21,0,0,15,19,0,2,?,?
753,'2019/10/29 11:09:18:979',21,0,0,15,19,0,2,?,?
754,'2019/10/29 11:09:18:996',21,0,0,18,20,0,2,?,?
755,'2019/10/29 11:09:19:012',21,0,0,18,20,0,2,?,?
756,'2019/10/29 11:09:19:029',21,0,0,17,20,0,2,?,?
757,'2019/10/29 11:09:19:045',21,0,0,17,20,0,2,?,?
758,'2019/10/29 11:09:19:063',21,0,0,12,19,0,2,?,?
759,'2019/10/29 11:09:19:079',21,0,0,12,19,0,2,?,?
760,'2019/10/29 11:09:19:095',21,0,0,17,19,0,2,?,?
761,'2019/10/29 11:09:19:112',21,0,0,17,19,0,2,?,?
762,'2019/10/29 11:09:19:129',21,0,0,18,19,0,2,?,?
763,'2019/10/29 11:09:19:145',21,0,0,18,19,0,2,?,?
764,'2019/10/29 11:09:19:162',21,0,0,16,19,0,2,?,?
765,'2019/10/29 11:09:19:179',21,0,0,16,19,0,2,?,?
766,'2019/10/29 11:09:19:195',21,0,0,19,17,0,2,?,?
767,'2019/10/29 11:09:19:212',21,0,0,19,17,0,2,?,?
768,'2019/10/29 11:09:19:229',21,0,0,21,18,0,2,?,?
769,'2019/10/29 11:09:19:245',21,0,0,21,18,0,2,?,?
770,'2019/10/29 11:10:00:693',22,0,0,628,470,0,3,?,?
771,'2019/10/29 11:10:00:710',22,0,0,628,470,0,3,?,?
772,'2019/10/29 11:10:00:727',22,0,0,627,471,0,3,?,?
773,'2019/10/29 11:10:00:744',22,0,0,627,471,0,3,?,?
774,'2019/10/29 11:10:00:761',22,0,0,628,471,0,3,?,?
775,'2019/10/29 11:10:00:776',22,0,0,628,471,0,3,?,?
776,'2019/10/29 11:10:00:794',22,0,0,629,470,0,3,?,?
777,'2019/10/29 11:10:00:810',22,0,0,629,470,0,3,?,?
778,'2019/10/29 11:10:00:827',22,0,0,628,469,0,3,?,?
779,'2019/10/29 11:10:00:844',22,0,0,628,469,0,3,?,?
780,'2019/10/29 11:10:00:861',22,0,0,629,469,0,3,?,?
781,'2019/10/29 11:10:00:877',22,0,0,629,469,0,3,?,?
782,'2019/10/29 11:10:00:894',22,0,0,629,470,0,3,?,?
783,'2019/10/29 11:10:00:910',22,0,0,629,470,0,3,?,?
784,'2019/10/29 11:10:00:927',22,0,0,628,470,0,3,?,?
785,'2019/10/29 11:10:00:944',22,0,0,628,470,0,3,?,?
786,'2019/10/29 11:10:00:960',22,0,0,628,470,0,3,?,?
787,'2019/10/29 11:10:00:977',22,0,0,628,470,0,3,?,?
788,'2019/10/29 11:10:00:996',22,0,0,630,469,0,3,?,?
789,'2019/10/29 11:10:01:010',22,0,0,630,469,0,3,?,?
790,'2019/10/29 11:10:01:028',22,0,0,627,469,0,3,?,?
791,'2019/10/29 11:10:01:044',22,0,0,627,469,0,3,?,?
792,'2019/10/29 11:10:01:061',22,0,0,627,469,0,3,?,?
793,'2019/10/29 11:10:01:077',22,0,0,629,470,0,3,?,?
794,'2019/10/29 11:10:01:094',22,0,0,630,469,0,3,?,?
795,'2019/10/29 11:10:01:111',22,0,0,630,469,0,3,?,?
796,'2019/10/29 11:10:01:127',22,0,0,629,469,0,3,?,?
797,'2019/10/29 11:10:01:143',22,0,0,629,469,0,3,?,?
798,'2019/10/29 11:10:01:160',22,0,0,628,469,0,3,?,?
799,'2019/10/29 11:10:01:177',22,0,0,628,469,0,3,?,?
800,'2019/10/29 11:10:01:194',22,0,0,629,469,0,3,?,?
801,'2019/10/29 11:10:01:210',22,0,0,629,469,0,3,?,?
802,'2019/10/29 11:10:01:226',22,0,0,628,468,0,3,?,?
803,'2019/10/29 11:10:01:244',22,0,0,628,468,0,3,?,?
804,'2019/10/29 11:10:01:260',22,0,0,630,468,0,3,?,?
805,'2019/10/29 11:10:01:277',22,0,0,630,468,0,3,?,?
806,'2019/10/29 11:10:01:294',22,0,0,630,469,0,3,?,?
807,'2019/10/29 11:10:01:310',22,0,0,630,469,0,3,?,?
808,'2019/10/29 11:10:01:327',22,0,0,630,469,0,3,?,?
809,'2019/10/29 11:10:01:344',22,0,0,630,469,0,3,?,?
810,'2019/10/29 11:10:01:361',22,0,0,629,469,0,3,?,?
811,'2019/10/29 11:10:01:378',22,0,0,629,469,0,3,?,?
812,'2019/10/29 11:10:01:394',22,0,0,629,469,0,3,?,?
813,'2019/10/29 11:10:01:413',22,0,0,629,469,0,3,?,?
814,'2019/10/29 11:10:01:429',22,0,0,630,469,0,3,?,?
815,'2019/10/29 11:10:01:444',22,0,0,630,469,0,3,?,?
816,'2019/10/29 11:10:01:460',22,0,0,630,469,0,3,?,?
817,'2019/10/29 11:10:01:477',22,0,0,631,468,0,3,?,?
818,'2019/10/29 11:10:01:493',22,0,0,630,469,0,3,?,?
819,'2019/10/29 11:10:01:511',22,0,0,630,469,0,3,?,?
820,'2019/10/29 11:10:01:526',22,0,0,629,469,0,3,?,?
821,'2019/10/29 11:10:01:543',22,0,0,629,469,0,3,?,?
822,'2019/10/29 11:10:01:560',22,0,0,630,468,0,3,?,?
823,'2019/10/29 11:10:01:576',22,0,0,630,468,0,3,?,?
824,'2019/10/29 11:10:01:593',22,0,0,629,468,0,3,?,?
825,'2019/10/29 11:10:01:610',22,0,0,629,468,0,3,?,?
826,'2019/10/29 11:10:01:627',22,0,0,631,468,0,3,?,?
827,'2019/10/29 11:10:01:643',22,0,0,631,468,0,3,?,?
828,'2019/10/29 11:10:01:660',22,0,0,630,469,0,3,?,?
829,'2019/10/29 11:10:01:677',22,0,0,630,469,0,3,?,?
830,'2019/10/29 11:10:01:693',22,0,0,629,467,0,3,?,?
831,'2019/10/29 11:10:01:710',22,0,0,629,467,0,3,?,?
832,'2019/10/29 11:10:01:727',22,0,0,630,469,0,3,?,?
833,'2019/10/29 11:10:01:743',22,0,0,630,469,0,3,?,?
834,'2019/10/29 11:10:01:760',22,0,0,631,468,0,3,?,?
835,'2019/10/29 11:10:01:777',22,0,0,631,468,0,3,?,?
836,'2019/10/29 11:10:01:793',22,0,0,630,468,0,3,?,?
837,'2019/10/29 11:10:01:809',22,0,0,630,468,0,3,?,?
838,'2019/10/29 11:10:01:826',22,0,0,630,468,0,3,?,?
839,'2019/10/29 11:10:01:843',22,0,0,630,468,0,3,?,?
840,'2019/10/29 11:10:01:860',22,0,0,630,467,0,3,?,?
841,'2019/10/29 11:10:01:876',22,0,0,630,467,0,3,?,?
842,'2019/10/29 11:10:01:893',22,0,0,631,468,0,3,?,?
843,'2019/10/29 11:10:01:910',22,0,0,631,468,0,3,?,?
844,'2019/10/29 11:10:01:927',22,0,0,631,469,0,3,?,?
845,'2019/10/29 11:10:01:942',22,0,0,631,469,0,3,?,?
846,'2019/10/29 11:10:01:960',22,0,0,629,469,0,3,?,?
847,'2019/10/29 11:10:01:976',22,0,0,629,469,0,3,?,?
848,'2019/10/29 11:10:01:993',22,0,0,631,468,0,3,?,?
849,'2019/10/29 11:10:02:009',22,0,0,631,468,0,3,?,?
850,'2019/10/29 11:10:02:026',22,0,0,631,469,0,3,?,?
851,'2019/10/29 11:10:02:044',22,0,0,631,469,0,3,?,?
852,'2019/10/29 11:10:02:059',22,0,0,630,469,0,3,?,?
853,'2019/10/29 11:10:02:076',22,0,0,630,469,0,3,?,?
854,'2019/10/29 11:10:02:093',22,0,0,630,469,0,3,?,?
855,'2019/10/29 11:10:02:110',22,0,0,630,469,0,3,?,?
856,'2019/10/29 11:10:02:126',22,0,0,629,468,0,3,?,?
857,'2019/10/29 11:10:02:143',22,0,0,629,468,0,3,?,?
858,'2019/10/29 11:10:02:160',22,0,0,630,469,0,3,?,?
859,'2019/10/29 11:10:02:176',22,0,0,630,469,0,3,?,?
860,'2019/10/29 11:10:02:193',22,0,0,630,469,0,3,?,?
861,'2019/10/29 11:10:02:209',22,0,0,630,469,0,3,?,?
862,'2019/10/29 11:10:02:226',22,0,0,630,469,0,3,?,?
863,'2019/10/29 11:10:02:243',22,0,0,630,469,0,3,?,?
864,'2019/10/29 11:10:02:259',22,0,0,630,469,0,3,?,?
865,'2019/10/29 11:10:02:276',22,0,0,630,469,0,3,?,?
866,'2019/10/29 11:10:02:293',22,0,0,631,469,0,3,?,?
867,'2019/10/29 11:10:02:309',22,0,0,631,469,0,3,?,?
868,'2019/10/29 11:10:02:326',22,0,0,630,470,0,3,?,?
869,'2019/10/29 11:10:02:343',22,0,0,630,470,0,3,?,?
870,'2019/10/29 11:10:02:360',22,0,0,631,469,0,3,?,?
871,'2019/10/29 11:10:02:376',22,0,0,631,469,0,3,?,?
872,'2019/10/29 11:10:02:393',22,0,0,629,468,0,3,?,?
873,'2019/10/29 11:10:02:410',22,0,0,629,468,0,3,?,?
874,'2019/10/29 11:10:02:426',22,0,0,630,469,0,3,?,?
875,'2019/10/29 11:10:02:443',22,0,0,630,469,0,3,?,?
876,'2019/10/29 11:10:02:459',22,0,0,630,469,0,3,?,?
877,'2019/10/29 11:10:02:476',22,0,0,630,469,0,3,?,?
878,'2019/10/29 11:10:02:493',22,0,0,631,469,0,3,?,?
879,'2019/10/29 11:10:02:510',22,0,0,631,469,0,3,?,?
880,'2019/10/29 11:10:02:526',22,0,0,629,470,0,3,?,?
881,'2019/10/29 11:10:02:543',22,0,0,629,470,0,3,?,?
882,'2019/10/29 11:10:02:560',22,0,0,632,469,0,3,?,?
883,'2019/10/29 11:10:02:576',22,0,0,632,469,0,3,?,?
884,'2019/10/29 11:10:02:593',22,0,0,630,470,0,3,?,?
885,'2019/10/29 11:10:02:610',22,0,0,630,470,0,3,?,?
886,'2019/10/29 11:10:02:626',22,0,0,630,469,0,3,?,?
887,'2019/10/29 11:10:02:642',22,0,0,630,469,0,3,?,?
888,'2019/10/29 11:10:02:660',22,0,0,630,470,0,3,?,?
889,'2019/10/29 11:10:02:676',22,0,0,630,470,0,3,?,?
890,'2019/10/29 11:10:02:692',22,0,0,631,469,0,3,?,?
891,'2019/10/29 11:10:02:710',22,0,0,631,469,0,3,?,?
892,'2019/10/29 11:10:02:726',22,0,0,630,469,0,3,?,?
893,'2019/10/29 11:10:02:742',22,0,0,630,469,0,3,?,?
894,'2019/10/29 11:10:02:759',22,0,0,631,469,0,3,?,?
895,'2019/10/29 11:10:02:776',22,0,0,631,469,0,3,?,?
896,'2019/10/29 11:10:02:793',22,0,0,632,470,0,3,?,?
897,'2019/10/29 11:10:02:809',22,0,0,632,470,0,3,?,?
898,'2019/10/29 11:10:02:826',22,0,0,629,469,0,3,?,?
899,'2019/10/29 11:10:02:843',22,0,0,629,469,0,3,?,?
900,'2019/10/29 11:10:02:859',22,0,0,631,470,0,3,?,?
901,'2019/10/29 11:10:02:876',22,0,0,631,470,0,3,?,?
902,'2019/10/29 11:10:02:893',22,0,0,631,470,0,3,?,?
903,'2019/10/29 11:10:02:910',22,0,0,631,470,0,3,?,?
904,'2019/10/29 11:10:02:926',22,0,0,629,470,0,3,?,?
905,'2019/10/29 11:10:02:942',22,0,0,629,470,0,3,?,?
906,'2019/10/29 11:10:02:960',22,0,0,630,471,0,3,?,?
907,'2019/10/29 11:10:02:976',22,0,0,630,471,0,3,?,?
908,'2019/10/29 11:10:02:993',22,0,0,630,470,0,3,?,?
909,'2019/10/29 11:10:03:009',22,0,0,630,470,0,3,?,?
910,'2019/10/29 11:10:03:027',22,0,0,631,472,0,3,?,?
911,'2019/10/29 11:10:03:043',22,0,0,631,472,0,3,?,?
912,'2019/10/29 11:10:03:061',22,0,0,631,472,0,3,?,?
913,'2019/10/29 11:10:03:076',22,0,0,630,470,0,3,?,?
914,'2019/10/29 11:10:03:093',22,0,0,632,471,0,3,?,?
915,'2019/10/29 11:10:03:109',22,0,0,632,471,0,3,?,?
916,'2019/10/29 11:10:03:126',22,0,0,629,471,0,3,?,?
917,'2019/10/29 11:10:03:142',22,0,0,629,471,0,3,?,?
918,'2019/10/29 11:10:03:159',22,0,0,631,471,0,3,?,?
919,'2019/10/29 11:10:03:176',22,0,0,631,471,0,3,?,?
920,'2019/10/29 11:10:03:192',22,0,0,630,471,0,3,?,?
921,'2019/10/29 11:10:03:209',22,0,0,630,471,0,3,?,?
922,'2019/10/29 11:10:03:226',22,0,0,630,471,0,3,?,?
923,'2019/10/29 11:10:03:242',22,0,0,630,471,0,3,?,?
924,'2019/10/29 11:10:03:259',22,0,0,628,471,0,3,?,?
925,'2019/10/29 11:10:03:276',22,0,0,628,471,0,3,?,?
926,'2019/10/29 11:10:03:292',22,0,0,630,471,0,3,?,?
927,'2019/10/29 11:10:03:309',22,0,0,630,471,0,3,?,?
928,'2019/10/29 11:10:03:326',22,0,0,630,471,0,3,?,?
929,'2019/10/29 11:10:03:342',22,0,0,630,471,0,3,?,?
930,'2019/10/29 11:10:03:359',22,0,0,629,471,0,3,?,?
931,'2019/10/29 11:10:03:376',22,0,0,629,471,0,3,?,?
932,'2019/10/29 11:10:03:392',22,0,0,629,471,0,3,?,?
933,'2019/10/29 11:10:03:409',22,0,0,629,471,0,3,?,?
934,'2019/10/29 11:10:03:426',22,0,0,628,470,0,3,?,?
935,'2019/10/29 11:10:03:442',22,0,0,628,470,0,3,?,?
936,'2019/10/29 11:10:03:459',22,0,0,628,470,0,3,?,?
937,'2019/10/29 11:10:03:476',22,0,0,630,471,0,3,?,?
938,'2019/10/29 11:10:03:492',22,0,0,629,471,0,3,?,?
939,'2019/10/29 11:10:03:510',22,0,0,629,471,0,3,?,?
940,'2019/10/29 11:10:03:526',22,0,0,630,471,0,3,?,?
941,'2019/10/29 11:10:03:542',22,0,0,630,471,0,3,?,?
942,'2019/10/29 11:10:03:559',22,0,0,629,471,0,3,?,?
943,'2019/10/29 11:10:03:576',22,0,0,629,471,0,3,?,?
944,'2019/10/29 11:10:03:592',22,0,0,629,471,0,3,?,?
945,'2019/10/29 11:10:03:610',22,0,0,629,471,0,3,?,?
946,'2019/10/29 11:10:03:625',22,0,0,631,470,0,3,?,?
947,'2019/10/29 11:10:03:642',22,0,0,631,470,0,3,?,?
948,'2019/10/29 11:10:03:659',22,0,0,629,470,0,3,?,?
949,'2019/10/29 11:10:03:676',22,0,0,629,470,0,3,?,?
950,'2019/10/29 11:10:03:692',22,0,0,630,471,0,3,?,?
951,'2019/10/29 11:10:03:709',22,0,0,630,471,0,3,?,?
952,'2019/10/29 11:10:03:725',22,0,0,630,470,0,3,?,?
953,'2019/10/29 11:10:03:742',22,0,0,630,470,0,3,?,?
954,'2019/10/29 11:10:03:759',22,0,0,628,471,0,3,?,?
955,'2019/10/29 11:10:03:776',22,0,0,628,471,0,3,?,?
956,'2019/10/29 11:10:03:793',22,0,0,629,471,0,3,?,?
957,'2019/10/29 11:10:03:809',22,0,0,629,471,0,3,?,?
958,'2019/10/29 11:10:03:826',22,0,0,628,472,0,3,?,?
959,'2019/10/29 11:10:03:843',22,0,0,628,472,0,3,?,?
960,'2019/10/29 11:10:03:859',22,0,0,629,470,0,3,?,?
961,'2019/10/29 11:10:03:876',22,0,0,629,470,0,3,?,?
962,'2019/10/29 11:10:03:893',22,0,0,629,470,0,3,?,?
963,'2019/10/29 11:10:03:909',22,0,0,628,471,0,3,?,?
964,'2019/10/29 11:10:03:926',22,0,0,629,470,0,3,?,?
965,'2019/10/29 11:10:03:943',22,0,0,629,470,0,3,?,?
966,'2019/10/29 11:10:03:959',22,0,0,629,471,0,3,?,?
967,'2019/10/29 11:10:03:975',22,0,0,629,471,0,3,?,?
968,'2019/10/29 11:10:03:992',22,0,0,629,472,0,3,?,?
969,'2019/10/29 11:10:04:008',22,0,0,629,472,0,3,?,?
970,'2019/10/29 11:10:04:025',22,0,0,631,471,0,3,?,?
971,'2019/10/29 11:10:04:042',22,0,0,631,471,0,3,?,?
972,'2019/10/29 11:10:04:059',22,0,0,629,471,0,3,?,?
973,'2019/10/29 11:10:04:075',22,0,0,629,471,0,3,?,?
974,'2019/10/29 11:10:04:092',22,0,0,629,471,0,3,?,?
975,'2019/10/29 11:10:04:109',22,0,0,629,471,0,3,?,?
976,'2019/10/29 11:10:04:126',22,0,0,633,471,0,3,?,?
977,'2019/10/29 11:10:04:143',22,0,0,633,471,0,3,?,?
978,'2019/10/29 11:10:04:159',22,0,0,630,470,0,3,?,?
979,'2019/10/29 11:10:04:177',22,0,0,630,470,0,3,?,?
980,'2019/10/29 11:10:04:192',22,0,0,631,470,0,3,?,?
981,'2019/10/29 11:10:04:208',22,0,0,631,470,0,3,?,?
982,'2019/10/29 11:10:18:053',23,0,0,18,465,0,4,?,?
983,'2019/10/29 11:10:18:070',23,0,0,18,465,0,4,?,?
984,'2019/10/29 11:10:18:086',23,0,0,18,464,0,4,?,?
985,'2019/10/29 11:10:18:103',23,0,0,18,464,0,4,?,?
986,'2019/10/29 11:10:18:119',23,0,0,18,465,0,4,?,?
987,'2019/10/29 11:10:18:136',23,0,0,18,465,0,4,?,?
988,'2019/10/29 11:10:18:153',23,0,0,18,465,0,4,?,?
989,'2019/10/29 11:10:18:171',23,0,0,18,465,0,4,?,?
990,'2019/10/29 11:10:18:186',23,0,0,18,465,0,4,?,?
991,'2019/10/29 11:10:18:203',23,0,0,18,465,0,4,?,?
992,'2019/10/29 11:10:18:220',23,0,0,19,465,0,4,?,?
993,'2019/10/29 11:10:18:236',23,0,0,19,465,0,4,?,?
994,'2019/10/29 11:10:18:252',23,0,0,19,465,0,4,?,?
995,'2019/10/29 11:10:18:269',23,0,0,18,465,0,4,?,?
996,'2019/10/29 11:10:18:286',23,0,0,18,465,0,4,?,?
997,'2019/10/29 11:10:18:303',23,0,0,18,465,0,4,?,?
998,'2019/10/29 11:10:18:320',23,0,0,18,465,0,4,?,?
999,'2019/10/29 11:10:18:335',23,0,0,19,465,0,4,?,?
1000,'2019/10/29 11:10:18:352',23,0,0,19,465,0,4,?,?
1001,'2019/10/29 11:10:18:369',23,0,0,19,465,0,4,?,?
1002,'2019/10/29 11:10:18:386',23,0,0,19,465,0,4,?,?
1003,'2019/10/29 11:10:18:402',23,0,0,19,465,0,4,?,?
1004,'2019/10/29 11:10:18:419',23,0,0,19,465,0,4,?,?
1005,'2019/10/29 11:10:18:436',23,0,0,18,465,0,4,?,?
1006,'2019/10/29 11:10:18:453',23,0,0,18,465,0,4,?,?
1007,'2019/10/29 11:10:18:469',23,0,0,19,465,0,4,?,?
1008,'2019/10/29 11:10:18:486',23,0,0,18,465,0,4,?,?
1009,'2019/10/29 11:10:18:502',23,0,0,18,465,0,4,?,?
1010,'2019/10/29 11:10:18:519',23,0,0,18,465,0,4,?,?
1011,'2019/10/29 11:10:18:536',23,0,0,18,465,0,4,?,?
1012,'2019/10/29 11:10:18:552',23,0,0,19,465,0,4,?,?
1013,'2019/10/29 11:10:18:569',23,0,0,19,465,0,4,?,?
1014,'2019/10/29 11:10:18:585',23,0,0,19,465,0,4,?,?
1015,'2019/10/29 11:10:18:603',23,0,0,19,465,0,4,?,?
1016,'2019/10/29 11:10:18:619',23,0,0,19,465,0,4,?,?
1017,'2019/10/29 11:10:18:636',23,0,0,18,465,0,4,?,?
1018,'2019/10/29 11:10:18:652',23,0,0,18,465,0,4,?,?
1019,'2019/10/29 11:10:18:669',23,0,0,18,465,0,4,?,?
1020,'2019/10/29 11:10:18:686',23,0,0,18,465,0,4,?,?
1021,'2019/10/29 11:10:18:702',23,0,0,19,465,0,4,?,?
1022,'2019/10/29 11:10:18:720',23,0,0,19,465,0,4,?,?
1023,'2019/10/29 11:10:18:736',23,0,0,18,464,0,4,?,?
1024,'2019/10/29 11:10:18:752',23,0,0,18,464,0,4,?,?
1025,'2019/10/29 11:10:18:770',23,0,0,18,464,0,4,?,?
1026,'2019/10/29 11:10:18:786',23,0,0,18,464,0,4,?,?
1027,'2019/10/29 11:10:18:803',23,0,0,18,464,0,4,?,?
1028,'2019/10/29 11:10:18:819',23,0,0,18,464,0,4,?,?
1029,'2019/10/29 11:10:18:835',23,0,0,18,465,0,4,?,?
1030,'2019/10/29 11:10:18:852',23,0,0,18,465,0,4,?,?
1031,'2019/10/29 11:10:18:869',23,0,0,18,465,0,4,?,?
1032,'2019/10/29 11:10:18:886',23,0,0,18,465,0,4,?,?
1033,'2019/10/29 11:10:18:902',23,0,0,18,465,0,4,?,?
1034,'2019/10/29 11:10:18:919',23,0,0,17,465,0,4,?,?
1035,'2019/10/29 11:10:18:936',23,0,0,17,465,0,4,?,?
1036,'2019/10/29 11:10:18:952',23,0,0,18,466,0,4,?,?
1037,'2019/10/29 11:10:18:970',23,0,0,18,466,0,4,?,?
1038,'2019/10/29 11:10:18:986',23,0,0,17,465,0,4,?,?
1039,'2019/10/29 11:10:19:002',23,0,0,17,465,0,4,?,?
1040,'2019/10/29 11:10:19:018',23,0,0,18,465,0,4,?,?
1041,'2019/10/29 11:10:19:036',23,0,0,18,465,0,4,?,?
1042,'2019/10/29 11:10:19:052',23,0,0,21,466,0,4,?,?
1043,'2019/10/29 11:10:19:069',23,0,0,21,466,0,4,?,?
1044,'2019/10/29 11:10:19:085',23,0,0,23,467,0,4,?,?
1045,'2019/10/29 11:10:19:102',23,0,0,23,467,0,4,?,?
1046,'2019/10/29 11:10:19:119',23,0,0,24,467,0,4,?,?
1047,'2019/10/29 11:10:19:135',23,0,0,24,467,0,4,?,?
1048,'2019/10/29 11:10:19:152',23,0,0,25,468,0,4,?,?
1049,'2019/10/29 11:10:19:169',23,0,0,25,468,0,4,?,?
1050,'2019/10/29 11:10:19:186',23,0,0,25,467,0,4,?,?
1051,'2019/10/29 11:10:19:202',23,0,0,25,467,0,4,?,?
1052,'2019/10/29 11:10:19:219',23,0,0,26,466,0,4,?,?
1053,'2019/10/29 11:10:19:236',23,0,0,26,466,0,4,?,?
1054,'2019/10/29 11:10:19:253',23,0,0,27,466,0,4,?,?
1055,'2019/10/29 11:10:19:270',23,0,0,27,466,0,4,?,?
1056,'2019/10/29 11:10:19:285',23,0,0,28,466,0,4,?,?
1057,'2019/10/29 11:10:19:302',23,0,0,28,466,0,4,?,?
1058,'2019/10/29 11:10:19:319',23,0,0,28,466,0,4,?,?
1059,'2019/10/29 11:10:19:336',23,0,0,28,466,0,4,?,?
1060,'2019/10/29 11:10:19:352',23,0,0,26,465,0,4,?,?
1061,'2019/10/29 11:10:19:369',23,0,0,26,465,0,4,?,?
1062,'2019/10/29 11:10:19:385',23,0,0,26,465,0,4,?,?
1063,'2019/10/29 11:10:19:403',23,0,0,26,465,0,4,?,?
1064,'2019/10/29 11:10:19:419',23,0,0,24,464,0,4,?,?
1065,'2019/10/29 11:10:19:435',23,0,0,24,464,0,4,?,?
1066,'2019/10/29 11:10:19:452',23,0,0,23,464,0,4,?,?
1067,'2019/10/29 11:10:19:469',23,0,0,23,464,0,4,?,?
1068,'2019/10/29 11:10:19:485',23,0,0,22,463,0,4,?,?
1069,'2019/10/29 11:10:19:502',23,0,0,22,463,0,4,?,?
1070,'2019/10/29 11:10:19:519',23,0,0,20,463,0,4,?,?
1071,'2019/10/29 11:10:19:535',23,0,0,20,463,0,4,?,?
1072,'2019/10/29 11:10:19:552',23,0,0,20,462,0,4,?,?
1073,'2019/10/29 11:10:19:569',23,0,0,20,462,0,4,?,?
1074,'2019/10/29 11:10:19:586',23,0,0,19,461,0,4,?,?
1075,'2019/10/29 11:10:19:602',23,0,0,19,461,0,4,?,?
1076,'2019/10/29 11:10:19:618',23,0,0,18,461,0,4,?,?
1077,'2019/10/29 11:10:19:635',23,0,0,18,461,0,4,?,?
1078,'2019/10/29 11:10:19:652',23,0,0,18,459,0,4,?,?
1079,'2019/10/29 11:10:19:669',23,0,0,18,459,0,4,?,?
1080,'2019/10/29 11:10:19:685',23,0,0,18,459,0,4,?,?
1081,'2019/10/29 11:10:19:703',23,0,0,18,459,0,4,?,?
1082,'2019/10/29 11:10:19:718',23,0,0,17,461,0,4,?,?
1083,'2019/10/29 11:10:19:735',23,0,0,17,461,0,4,?,?
1084,'2019/10/29 11:10:19:752',23,0,0,18,462,0,4,?,?
1085,'2019/10/29 11:10:19:768',23,0,0,18,462,0,4,?,?
1086,'2019/10/29 11:10:19:785',23,0,0,18,463,0,4,?,?
1087,'2019/10/29 11:10:19:802',23,0,0,18,463,0,4,?,?
1088,'2019/10/29 11:10:19:819',23,0,0,18,463,0,4,?,?
1089,'2019/10/29 11:10:19:835',23,0,0,18,463,0,4,?,?
1090,'2019/10/29 11:10:19:851',23,0,0,18,463,0,4,?,?
1091,'2019/10/29 11:10:19:868',23,0,0,19,464,0,4,?,?
1092,'2019/10/29 11:10:19:885',23,0,0,19,464,0,4,?,?
1093,'2019/10/29 11:10:19:903',23,0,0,19,464,0,4,?,?
1094,'2019/10/29 11:10:19:918',23,0,0,21,464,0,4,?,?
1095,'2019/10/29 11:10:19:936',23,0,0,21,464,0,4,?,?
1096,'2019/10/29 11:10:19:952',23,0,0,21,464,0,4,?,?
1097,'2019/10/29 11:10:19:968',23,0,0,21,464,0,4,?,?
1098,'2019/10/29 11:10:19:985',23,0,0,22,464,0,4,?,?
1099,'2019/10/29 11:10:20:002',23,0,0,22,464,0,4,?,?
1100,'2019/10/29 11:10:20:019',23,0,0,23,465,0,4,?,?
1101,'2019/10/29 11:10:20:036',23,0,0,23,465,0,4,?,?
